FullAddress,PrimaryAddress,SecondaryAddress,City,State,ZipCode,OrderRevenue,OrderDate,OrderNumber,CustomerID,FirstTimeOrder
59969 April Pine,59969 April Pine,,Hamiltontown,OH,59399,954.53,2021-06-15,37236540,U4116603,0
996 Philip Square Suite 327,996 Philip Square,Suite 327,Richardport,KY,07421,466.26,2021-06-15,79433594,U2266730,0
USCGC Sherman,USCGC Sherman,,FPO,AE,16895,700.56,2021-06-15,37234450,U5293901,0
3418 Andrew Trace,3418 Andrew Trace,,Stevenview,WA,76251,459.73,2021-06-15,75646219,U1545486,0
95724 Freeman Mall Apt. 756,95724 Freeman Mall,Apt. 756,East Sally,MT,71712,508.22,2021-06-15,53837931,U1456952,0
6302 Matthews Branch,6302 Matthews Branch,,Levystad,OH,67321,227.02,2021-06-15,67861428,U2952593,1
382 John Walks Suite 292,382 John Walks,Suite 292,East Alyssaview,AL,80860,884.5,2021-06-15,87183839,U4414275,1
26288 Cunningham Isle,26288 Cunningham Isle,,Lake Davidview,MO,20305,27.02,2021-06-15,32855189,U7725216,1
6323 Vanessa Junction Apt. 083,6323 Vanessa Junction,Apt. 083,Port Christineberg,ID,90943,529.07,2021-06-15,29403942,U8971981,1
1782 Frederick Branch South,1782 Frederick Branch South,,Maria,MN,55303,625.51,2021-06-15,33284257,U6176688,0
2123 Burgess Square,2123 Burgess Square,,Timton,OH,85642,157.72,2021-06-15,70937503,U5025782,1
1781 Katie Garden,1781 Katie Garden,,Jenniferburgh,DE,60861,953.37,2021-06-15,30386537,U7322935,1
61826 Guzman Common,61826 Guzman Common,,Ginamouth,WI,78038,561.23,2021-06-15,16802803,U2110620,1
2853 Jacqueline Flat Suite 783,2853 Jacqueline Flat,Suite 783,Alexanderville,MS,09860,141.43,2021-06-15,71323876,U2344875,0
42631 Jason Springs,42631 Jason Springs,,Brownside,TN,37170,827.24,2021-06-15,75849470,U4522100,1
242 Kevin Divide Suite 793,242 Kevin Divide,Suite 793,South Mary,SD,26692,887.69,2021-06-15,64276054,U8191401,1
928 Navarro Pine Apt. 912,928 Navarro Pine,Apt. 912,Andersonmouth,AL,07180,879.78,2021-06-15,19595050,U8712822,0
01275 Jefferson Station,01275 Jefferson Station,,New Leahfurt,NC,03998,509.21,2021-06-15,30195001,U7946106,0
9566 Jillian Parkways Suite 746,9566 Jillian Parkways,Suite 746,Sherryview,RI,14936,404.26,2021-06-15,92710872,U1297951,1
0173 Callahan Mountains Suite 537,0173 Callahan Mountains,Suite 537,South Chad,AL,11817,180.97,2021-06-15,76465777,U9625738,0
PSC 5710 Box 4698,PSC 5710,Box 4698,APO,AP,66143,892.53,2021-06-15,10007883,U2384204,0
33196 Kerr Ways Suite 429,33196 Kerr Ways,Suite 429,South Dana,NC,63673,289.25,2021-06-15,78508802,U6017023,1
151 Patel Row,151 Patel Row,,Lake Philipbury,NH,91897,994.74,2021-06-15,37691535,U3003611,0
34510 Madison Garden,34510 Madison Garden,,Davidborough,VT,00997,359.63,2021-06-15,93226786,U2646043,1
895 Wilcox Field Suite 832,895 Wilcox Field,Suite 832,New Anthony,WY,77059,15.12,2021-06-15,64618083,U6656417,0
65632 King Greens,65632 King Greens,,Lake Tammyville,IN,40318,305.75,2021-06-16,51940347,U7670194,1
57886 Taylor Stream Suite 413,57886 Taylor Stream,Suite 413,New Rachel,MS,32143,6.27,2021-06-16,50164118,U8195084,0
9749 Hall Unions,9749 Hall Unions,,Raymondstad,ID,84181,754.35,2021-06-16,30208304,U7420368,1
764 Jeffrey Plain,764 Jeffrey Plain,,New Matthew,MO,54914,730.67,2021-06-16,17243303,U1727989,1
USS Jones,USS Jones,,FPO,AE,55796,533.45,2021-06-16,39006439,U3808178,0
617 Ford Fort Suite 351,617 Ford Fort,Suite 351,Nicholaston,MA,44198,422.44,2021-06-16,59346510,U7930327,0
107 Alexis Rapid,107 Alexis Rapid,,New Courtney,TX,08289,131.9,2021-06-16,10084539,U9159813,0
1553 Tiffany Square,1553 Tiffany Square,,Catherinechester,ID,46354,5.48,2021-06-16,27332036,U6451823,1
115 Randolph Field Suite 652,115 Randolph Field,Suite 652,West Lisabury,AK,90296,239.07,2021-06-16,32034223,U4957162,0
08262 Christopher Union Suite 025,08262 Christopher Union,Suite 025,New Patriciafurt,OH,77451,345.96,2021-06-16,18248201,U6444078,1
34203 Dustin Extension Suite 474,34203 Dustin Extension,Suite 474,Vaughnshire,KS,27649,962.29,2021-06-16,83790300,U2264882,1
668 Ford Island Apt. 169,668 Ford Island,Apt. 169,Rodgersland,AK,69145,979.23,2021-06-16,98040513,U5615006,0
12772 Ernest Green Apt. 605,12772 Ernest Green,Apt. 605,Port Joseph,KY,23451,36.82,2021-06-16,38881668,U1604977,1
21685 Alexandra Spurs Apt. 408,21685 Alexandra Spurs,Apt. 408,New Michelle,NM,67095,529.21,2021-06-16,40553087,U3603323,1
194 Robert Squares,194 Robert Squares,,East William,MO,59058,681.9,2021-06-16,11278379,U4751460,1
USNV Barker,USNV Barker,,FPO,AE,37322,192.32,2021-06-16,61621115,U6336044,0
22460 Richard Land Suite 893,22460 Richard Land,Suite 893,West Monica,VA,00604,258.9,2021-06-16,59125304,U4669418,0
79408 Briana Rest,79408 Briana Rest,,North Kelly,ND,41334,737.37,2021-06-16,43208659,U7838445,0
867 Nancy Alley Apt. 885,867 Nancy Alley,Apt. 885,Andersonmouth,DE,30331,256.24,2021-06-16,68271458,U3029007,0
023 April Pines Apt. 310,023 April Pines,Apt. 310,Bridgetport,NY,17844,799.69,2021-06-16,78170788,U9533594,1
447 Odonnell Throughway,447 Odonnell Throughway,,Lake Oliviabury,IN,95336,805.77,2021-06-16,21421525,U6841452,1
21795 Amanda Parkways Suite 772,21795 Amanda Parkways,Suite 772,North Michaelfurt,CT,72000,858.96,2021-06-16,45704825,U9399777,0
1723 David Extensions Suite 648,1723 David Extensions,Suite 648,South Loriport,MN,55099,37.35,2021-06-16,18301544,U3379703,1
6485 Rodriguez Terrace Suite 840,6485 Rodriguez Terrace,Suite 840,East Kayleeport,IL,74963,720.98,2021-06-16,58130539,U9930727,0
97241 Smith Road Apt. 433,97241 Smith Road,Apt. 433,West Kelli,MT,94731,910.3,2021-06-16,87317228,U3417192,1
6120 Coleman Point,6120 Coleman Point,,Bennettside,WY,93097,463.6,2021-06-16,89435937,U8428301,0
7043 Martin Mission Suite 263,7043 Martin Mission,Suite 263,Lisaside,CT,77821,236.81,2021-06-16,38490687,U4561260,1
511 Mary Mission Apt. 741,511 Mary Mission,Apt. 741,Jillton,LA,81248,213.91,2021-06-17,32318263,U1694653,0
27614 Arthur Valleys Suite 717,27614 Arthur Valleys,Suite 717,Riverastad,UT,11429,69.35,2021-06-17,99819036,U7740399,0
75182 Eric Tunnel,75182 Eric Tunnel,,Perryland,WI,39143,942.63,2021-06-17,98889258,U4056278,1
817 Andrew Mount Apt. 554,817 Andrew Mount,Apt. 554,New John,TN,46076,374.42,2021-06-17,84215565,U2083301,0
87819 Brandon Flat,87819 Brandon Flat,,Hamiltonhaven,MA,82490,820.37,2021-06-17,32391009,U8824413,0
0024 Thomas Trail,0024 Thomas Trail,,Chapmanton,NM,79096,913.82,2021-06-17,94375820,U6705437,1
818 Santos Bridge Apt. 142,818 Santos Bridge,Apt. 142,Munozborough,NJ,03375,421.36,2021-06-17,94059337,U7430366,0
USNV Shepard,USNV Shepard,,FPO,AP,74594,40.48,2021-06-17,63478375,U7413219,0
662 Cameron Plain,662 Cameron Plain,,Nancyshire,IA,01164,463.6,2021-06-17,68485047,U4347155,0
9030 Kelly Lodge Apt. 419,9030 Kelly Lodge,Apt. 419,South Tonya,OR,68384,115.41,2021-06-17,17643583,U6132966,0
3938 Potter Corners,3938 Potter Corners,,Shannonfort,GA,48989,848.85,2021-06-17,60133509,U3546010,1
877 Deborah Mountain,877 Deborah Mountain,,Sabrinabury,AL,17192,3.96,2021-06-17,98039226,U8787291,1
41479 Amy Brooks,41479 Amy Brooks,,Natashaberg,IA,66342,770.82,2021-06-17,64465840,U8089424,0
5698 Jenkins View Suite 209,5698 Jenkins View,Suite 209,Jennifermouth,NE,07834,83.58,2021-06-17,92329042,U1916008,1
3865 Kristina Ford Apt. 911,3865 Kristina Ford,Apt. 911,North Michael,IA,85223,92.88,2021-06-17,70824684,U3502144,0
77049 Andres Trace Apt. 850,77049 Andres Trace,Apt. 850,Lake Jessicamouth,ME,05204,27.39,2021-06-17,20133952,U9006154,0
3447 Brenda Island Apt. 675,3447 Brenda Island,Apt. 675,Shepherdburgh,VA,79499,400.89,2021-06-17,30581032,U8540631,1
089 Paul Path Apt. 901,089 Paul Path,Apt. 901,North Michaelfort,MT,43840,190.86,2021-06-17,82502701,U1311309,0
31390 Bates Forks Port,31390 Bates Forks Port,,Julieton,CO,87336,521.09,2021-06-17,81812085,U3341995,1
175 Amber Center,175 Amber Center,,New Johntown,SC,90152,981.17,2021-06-17,26206366,U1663118,0
47952 Darius Road Apt. 903,47952 Darius Road,Apt. 903,Maryberg,MN,69071,956.72,2021-06-17,85353446,U5891288,1
2744 Christine Burg Suite 124,2744 Christine Burg,Suite 124,Jenniferfort,MS,60267,951.75,2021-06-17,39522748,U2480439,1
0056 Frank Course Suite 198,0056 Frank Course,Suite 198,South Sethport,CA,26997,351.27,2021-06-17,87353849,U1709950,0
1773 Wilson Rest South,1773 Wilson Rest South,,Thomas,NM,56377,46.51,2021-06-17,28757790,U8481168,0
5779 Anderson Prairie,5779 Anderson Prairie,,Garciafort,WI,86377,224.23,2021-06-17,55334828,U1772939,0
38278 Teresa Corner,38278 Teresa Corner,,North Brianbury,SD,93478,154.5,2021-06-17,68289821,U1689527,1
4496 Bridges Extension Apt. 917,4496 Bridges Extension,Apt. 917,Craigport,KY,60790,259.51,2021-06-17,62340666,U6467397,1
9249 Williams Islands,9249 Williams Islands,,Port Karen,MA,64535,421.25,2021-06-18,76820392,U9424303,0
6092 Colleen Rest Apt. 775,6092 Colleen Rest,Apt. 775,Williamshaven,MO,91800,903.28,2021-06-18,57402747,U9193679,0
163 Frank Islands,163 Frank Islands,,East Marcusmouth,IL,81865,731.68,2021-06-18,69905105,U4969695,0
3008 Sanchez Stravenue,3008 Sanchez Stravenue,,Doyleview,DC,92865,383.3,2021-06-18,84468296,U8124009,1
26535 Cruz Gateway,26535 Cruz Gateway,,South Michael,FL,39937,159.22,2021-06-18,75029225,U6404045,0
7249 Lewis Lodge Apt. 563,7249 Lewis Lodge,Apt. 563,Justinview,GA,81629,139.6,2021-06-18,80759906,U8686874,1
423 Porter Common Suite 426,423 Porter Common,Suite 426,Knightburgh,AK,81189,552.95,2021-06-18,10918947,U4049091,0
989 Travis Groves Suite 751,989 Travis Groves,Suite 751,East Williamshire,AL,20306,981.73,2021-06-18,28735839,U4608580,1
807 Rojas Cape,807 Rojas Cape,,Hughesland,NH,51431,108.79,2021-06-18,85473424,U4093188,1
3349 Jessica Lakes,3349 Jessica Lakes,,Garyview,SC,15016,554.08,2021-06-18,24826575,U1393740,0
USNV Smith,USNV Smith,,FPO,AA,63695,230.61,2021-06-18,97432583,U5657252,1
70371 Jill Cliffs,70371 Jill Cliffs,,West Jamesport,WY,93971,947.73,2021-06-18,84108452,U1093790,0
USNV Ramirez,USNV Ramirez,,FPO,AE,85474,599.74,2021-06-18,70430819,U3278193,0
52612 Mitchell Islands,52612 Mitchell Islands,,Bowmanbury,NY,71022,534.8,2021-06-18,75566815,U9057323,1
667 Miller Plains Suite 189,667 Miller Plains,Suite 189,North Julieshire,ND,44657,841.82,2021-06-18,59905036,U2805287,0
779 Shaffer Centers,779 Shaffer Centers,,Tylerbury,NV,18005,54.12,2021-06-18,58066368,U4457820,1
700 Chapman Vista Suite 539,700 Chapman Vista,Suite 539,Millermouth,LA,98180,822.37,2021-06-18,74713037,U6236676,0
PSC 0306 Box 5394,PSC 0306,Box 5394,APO,AE,93000,677.01,2021-06-18,28546719,U8877534,1
USNS Romero,USNS Romero,,FPO,AE,91148,960.41,2021-06-18,15739103,U4284142,1
5195 Julie Forges,5195 Julie Forges,,West Eric,KS,21473,666.69,2021-06-18,60523843,U6566323,1
5001 Rodriguez Grove Suite 640,5001 Rodriguez Grove,Suite 640,New Katie,MO,02118,176.93,2021-06-18,28738812,U8193645,1
USNV Castaneda,USNV Castaneda,,FPO,AP,11022,757.78,2021-06-18,29203316,U3600303,0
8639 Clark Knolls,8639 Clark Knolls,,North Alvin,UT,54510,645.24,2021-06-18,66854051,U1408134,1
0632 Roman Way,0632 Roman Way,,Taylorshire,AR,85716,170.77,2021-06-19,90923979,U4592877,1
57388 Ramirez Vista East,57388 Ramirez Vista East,,Nicholaschester,AK,65805,559.99,2021-06-19,49105586,U6165980,1
8659 Lauren Pike,8659 Lauren Pike,,Lake Garyport,HI,10044,155.88,2021-06-19,99450844,U2253041,0
51975 Katherine Stream Suite 394,51975 Katherine Stream,Suite 394,Lake Timothychester,RI,52711,282.18,2021-06-19,26461811,U4774207,0
868 Dalton Locks Apt. 382,868 Dalton Locks,Apt. 382,Sandovalberg,SD,64795,245.56,2021-06-19,47549037,U4865845,0
9774 Robert Plaza,9774 Robert Plaza,,Lake Jeremyview,RI,58274,938.51,2021-06-19,60330052,U8360478,0
51997 Jeffrey Square Port,51997 Jeffrey Square Port,,Ericberg,WV,29345,192.8,2021-06-19,78422381,U1248252,1
60835 Ochoa Terrace Apt. 501,60835 Ochoa Terrace,Apt. 501,New Kristinberg,AL,85039,807.82,2021-06-19,47382297,U6343965,0
48011 Center Apt. 257,48011 Center,Apt. 257,Port Tiffany,SC,19950,360.89,2021-06-19,81811301,U2138342,1
225 Allen Walk,225 Allen Walk,,Danielside,UT,69092,3.19,2021-06-19,33417557,U8232177,0
564 Ray Plains,564 Ray Plains,,North Josephberg,OK,89003,427.48,2021-06-19,24086400,U5897504,0
USNV Reynolds,USNV Reynolds,,FPO,AP,65561,700.19,2021-06-19,23088501,U8407240,1
4763 Jennings Island,4763 Jennings Island,,Kimberlyfurt,HI,98296,439.62,2021-06-19,67548234,U2612447,0
14254 Gregory Mountains,14254 Gregory Mountains,,New Dawn,AZ,82930,704.01,2021-06-19,41370953,U2405582,0
6522 Olsen Trace Suite 445,6522 Olsen Trace,Suite 445,Davidbury,IA,88966,528.01,2021-06-19,92797577,U6493967,1
28738 Patrick Island,28738 Patrick Island,,Rebeccaport,CO,09080,867.92,2021-06-19,71658600,U3562338,0
0723 Stacy Trafficway,0723 Stacy Trafficway,,Hillfort,KS,46775,627.59,2021-06-19,48620432,U2298946,1
2976 Mcintyre Loaf Apt. 064,2976 Mcintyre Loaf,Apt. 064,Stephenville,TN,21641,915.43,2021-06-19,66950413,U1365295,0
4710 Powell Harbor Apt. 184,4710 Powell Harbor,Apt. 184,Rodrigueztown,CA,58615,2.94,2021-06-19,41625746,U2699319,1
024 Christopher Flat Suite 653,024 Christopher Flat,Suite 653,Lake Brian,AR,55871,434.93,2021-06-19,59503239,U6327993,1
923 Brittany Ridges Apt. 881,923 Brittany Ridges,Apt. 881,West Renee,WV,90279,403.57,2021-06-19,34119981,U1295385,1
033 James Run,033 James Run,,Lake Arthur,IA,46563,957.87,2021-06-19,75963803,U5349513,1
252 Theodore Plain Apt. 556,252 Theodore Plain,Apt. 556,Armstrongland,WY,70397,442.46,2021-06-19,54203341,U1919928,1
6286 Whitney Crescent,6286 Whitney Crescent,,Lake Jessica,OK,77071,998.79,2021-06-19,51394487,U6031973,0
176 Estrada Hills Suite 123,176 Estrada Hills,Suite 123,Obrienport,AK,99359,732.8,2021-06-19,54594498,U3222242,1
259 Ellis Causeway Apt. 827,259 Ellis Causeway,Apt. 827,East Kimberlyton,CA,05621,499.12,2021-06-19,83177564,U4570343,0
3970 Stevenson Valleys,3970 Stevenson Valleys,,Williamsonport,MD,97351,379.95,2021-06-19,41122981,U8140408,1
746 Nicole Fort,746 Nicole Fort,,Lynnstad,CA,84464,497.22,2021-06-20,25125582,U3160530,0
40332 Warren Squares Suite 605,40332 Warren Squares,Suite 605,Rushfurt,IN,33353,915.16,2021-06-20,41341981,U4422435,0
1173 Campbell Shoal East,1173 Campbell Shoal East,,Lindsayborough,NC,67220,222.2,2021-06-20,85947290,U9041927,1
27830 Vargas Roads South,27830 Vargas Roads South,,Devin,MN,09070,643.09,2021-06-20,45233062,U4471358,1
446 Mcmahon Fort Port,446 Mcmahon Fort Port,,Walterland,IL,99516,331.85,2021-06-20,63257063,U8634102,0
8496 Johnny Stream Suite 026,8496 Johnny Stream,Suite 026,North Erikaberg,OH,89901,139.29,2021-06-20,80448906,U8836170,0
91823 Anderson Orchard,91823 Anderson Orchard,,Lisaside,VA,51374,741.13,2021-06-20,62583811,U6302197,1
4610 Johnson Plaza,4610 Johnson Plaza,,Baileyfort,OK,45997,236.39,2021-06-20,99013724,U5934556,1
2848 William Mountain,2848 William Mountain,,East Craigview,FL,69017,246.71,2021-06-20,47267720,U1079064,1
158 Jordan Skyway Suite 009,158 Jordan Skyway,Suite 009,East Emily,WA,87625,357.45,2021-06-20,70429777,U2171658,0
642 Garrett Drive Apt. 909,642 Garrett Drive,Apt. 909,Christopherborough,TX,40451,363.45,2021-06-20,80378533,U5353048,1
24535 Edwards Walk,24535 Edwards Walk,,Morganmouth,PA,85111,66.36,2021-06-20,48291175,U3906042,1
56346 Kurt Street,56346 Kurt Street,,Clarkburgh,MA,09962,966.48,2021-06-20,94780938,U7739135,0
26312 Dean Way Apt. 394,26312 Dean Way,Apt. 394,New Rachelburgh,WY,63225,532.09,2021-06-20,40788786,U6636753,1
824 Freeman Estates Suite 016,824 Freeman Estates,Suite 016,West Lisa,GA,21699,518.91,2021-06-20,50924506,U4796168,0
85605 Wilson Avenue Suite 121,85605 Wilson Avenue,Suite 121,Port Kimberly,MT,53287,481.33,2021-06-20,34908205,U6126026,1
58968 Daniels Crescent,58968 Daniels Crescent,,Bondberg,NH,20642,932.3,2021-06-20,96763845,U4758651,1
2300 Phillips View Apt. 298,2300 Phillips View,Apt. 298,West William,AR,83364,948.08,2021-06-20,48232569,U9576306,0
3232 Brett Overpass Suite 182,3232 Brett Overpass,Suite 182,Lake Victor,MS,15515,309.72,2021-06-20,50044578,U6221839,1
581 Nicole Forest Suite 480,581 Nicole Forest,Suite 480,Jonathanfort,OK,27915,269.18,2021-06-20,84689411,U7347757,1
585 Goodman Manors,585 Goodman Manors,,East Andrew,CO,55624,819.41,2021-06-20,17306524,U5273151,0
80346 Wright Stream Apt. 838,80346 Wright Stream,Apt. 838,Nixonberg,OH,95742,138.24,2021-06-20,33189643,U7040558,0
18338 Smith Stravenue Suite 324,18338 Smith Stravenue,Suite 324,Port Richardmouth,NM,65705,678.94,2021-06-20,56527237,U3540065,1
3731 Robertson Pine Suite 210,3731 Robertson Pine,Suite 210,Carriemouth,ID,74029,290.55,2021-06-20,23974034,U6342952,1
45430 Torres Cape East,45430 Torres Cape East,,Juliechester,KY,18299,727.22,2021-06-20,61792396,U3033178,0
22242 Rodney Crossing,22242 Rodney Crossing,,New Emily,TX,17700,844.89,2021-06-20,57257640,U4895465,0
40707 Welch Summit Apt. 390,40707 Welch Summit,Apt. 390,Watsonshire,OH,60626,991.25,2021-06-20,83390959,U4402428,0
73291 Bradley Street Apt. 135,73291 Bradley Street,Apt. 135,Stanleyberg,OH,12511,364.17,2021-06-20,96053641,U4905949,0
9943 Michelle Groves Apt. 278,9943 Michelle Groves,Apt. 278,West Maurice,WI,26398,764.58,2021-06-20,97075596,U8650637,0
419 Obrien Streets Suite 917,419 Obrien Streets,Suite 917,East Josephborough,VT,21277,322.73,2021-06-20,12325151,U5479712,1
5041 Lori Wall Apt. 115,5041 Lori Wall,Apt. 115,Meadowsshire,MN,58102,91.38,2021-06-20,11589584,U8102152,0
067 Margaret Valley Suite 859,067 Margaret Valley,Suite 859,East Heatherstad,UT,01673,784.98,2021-06-20,14499684,U9720078,1
9059 Dustin Coves,9059 Dustin Coves,,Robertville,DC,67161,34.68,2021-06-21,93996391,U3366496,1
USCGC Stanton,USCGC Stanton,,FPO,AE,14727,384.13,2021-06-21,42213791,U4300051,1
14955 Dawson Spur,14955 Dawson Spur,,Smithshire,NJ,18009,533.27,2021-06-21,58037108,U7039925,1
4206 Lee Stravenue,4206 Lee Stravenue,,South Noahport,VA,43238,507.51,2021-06-21,79492391,U2812829,0
6018 Robert Village Suite 615,6018 Robert Village,Suite 615,Hesshaven,FL,46444,716.98,2021-06-21,40504761,U7265446,1
29786 James Avenue,29786 James Avenue,,Tamaraburgh,VA,64580,500.61,2021-06-21,10806694,U6218265,0
037 William Pike Port,037 William Pike Port,,Jodichester,IL,96234,425.97,2021-06-21,81679545,U5809474,0
31367 Bond Corners,31367 Bond Corners,,East Lisa,MA,62724,394.32,2021-06-21,23566778,U2915640,0
34944 Mark Pine East,34944 Mark Pine East,,Amy,IN,34361,531.75,2021-06-21,35412406,U3723859,0
074 Morgan Green East,074 Morgan Green East,,Denniston,CA,45722,562.24,2021-06-21,42817060,U4682080,1
804 Arnold Lodge Suite 179,804 Arnold Lodge,Suite 179,Crawfordtown,IL,31109,581.93,2021-06-21,97452945,U7521831,0
817 Evelyn Fort Apt. 416,817 Evelyn Fort,Apt. 416,West Kimberly,MA,12576,804.36,2021-06-21,80070877,U4254754,1
29857 Summers Rest Apt. 834,29857 Summers Rest,Apt. 834,Katherineland,WV,28826,131.89,2021-06-21,43557521,U2503970,0
420 Mary Mills Suite 911,420 Mary Mills,Suite 911,South Karenmouth,FL,49044,527.4,2021-06-21,22169821,U4693722,0
USNS Lewis,USNS Lewis,,FPO,AA,80865,445.91,2021-06-21,82139215,U2067369,1
021 Monica Villages Suite 426,021 Monica Villages,Suite 426,Darrenchester,MT,78827,607.45,2021-06-21,36815623,U6030181,0
213 Michael Plaza,213 Michael Plaza,,Robertstad,NY,39770,132.46,2021-06-21,86133556,U9405036,0
359 Walker Squares,359 Walker Squares,,West Sean,DC,35693,285.58,2021-06-21,93202007,U7010286,0
0166 Kyle Locks Apt. 790,0166 Kyle Locks,Apt. 790,Martinville,ID,18636,436.03,2021-06-21,34709241,U2193407,0
2717 Wong Plains,2717 Wong Plains,,Lake Jameschester,HI,77895,182.86,2021-06-21,66703418,U5768831,1
439 Philip Union Suite 056,439 Philip Union,Suite 056,Darleneshire,NM,03329,830.55,2021-06-21,89918940,U3592430,1
11230 Dana Keys Suite 367,11230 Dana Keys,Suite 367,New Lisa,GA,19582,170.68,2021-06-21,63802446,U5439347,1
2881 Christina Mountains Suite 448,2881 Christina Mountains,Suite 448,Floresmouth,MD,53534,355.64,2021-06-21,77881892,U4964540,1
6091 Barnes Lakes North,6091 Barnes Lakes North,,Henryville,WA,06265,356.83,2021-06-22,93461685,U1153521,0
2119 Brock Cove Suite 574,2119 Brock Cove,Suite 574,New Donald,GA,25784,474.4,2021-06-22,21427779,U8172620,0
332 Andrews Way Suite 803,332 Andrews Way,Suite 803,North Cindy,MO,83430,117.82,2021-06-22,59343616,U6052298,1
8638 Katherine Highway,8638 Katherine Highway,,Singhview,NJ,06071,569.98,2021-06-22,75882333,U4591431,1
47298 Sarah Canyon,47298 Sarah Canyon,,Rogersstad,IL,13004,820.3,2021-06-22,56680937,U7085453,1
5890 Young Dam,5890 Young Dam,,Heatherfurt,RI,22000,424.01,2021-06-22,76441821,U2398638,1
142 Matthews Vista,142 Matthews Vista,,Cassandrachester,TN,56770,119.79,2021-06-22,29032348,U1200673,1
339 Haley Forge Suite 493,339 Haley Forge,Suite 493,Port Cindyshire,CO,88841,525.05,2021-06-22,71579139,U5686790,1
PSC 7622 Box 1283,PSC 7622,Box 1283,APO,AE,21581,359.98,2021-06-22,46352547,U5079233,0
6184 Pittman Mall,6184 Pittman Mall,,Jonside,CA,32404,564.6,2021-06-22,24111266,U3718306,0
4360 Yu Shoal Apt. 475,4360 Yu Shoal,Apt. 475,New Jessica,MA,86670,402.11,2021-06-22,67233212,U1943030,1
168 Harper Grove,168 Harper Grove,,Gabrielstad,DC,53209,973.33,2021-06-22,33628220,U7756091,1
654 Calvin Grove,654 Calvin Grove,,Julianview,DE,65787,410.29,2021-06-22,47200535,U8407262,0
72601 Rice Neck Suite 021,72601 Rice Neck,Suite 021,Mendezhaven,OK,74534,55.05,2021-06-22,74074110,U5734517,1
6728 Diaz Stravenue,6728 Diaz Stravenue,,Vanessamouth,IA,13804,831.1,2021-06-22,98492207,U9557365,0
3341 Katie Burgs,3341 Katie Burgs,,Lake Sarah,RI,84717,77.55,2021-06-22,23957192,U4417399,1
6378 Howard Ridge Suite 439,6378 Howard Ridge,Suite 439,Goodborough,MI,95478,85.9,2021-06-22,87048630,U5413481,1
567 Joshua Light Suite 201,567 Joshua Light,Suite 201,East Melissa,GA,64155,23.62,2021-06-22,70406076,U3897095,0
